抓取时间,预售证号,楼栋,单元,楼层,门牌号,户型,面积,预售申报价,销售状态,出售日期
20260513_170055,GX2025007,1号楼,第1单元,1层,101,三室二厅,126.53m²,24127元/㎡,可售,
20260513_170055,GX2025007,1号楼,第1单元,1层,102,三室二厅,118.74m²,24127元/㎡,可售,
20260513_170055,GX2025007,1号楼,第1单元,2层,201,三室二厅,126.53m²,15254元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,2层,202,三室二厅,126.53m²,15254元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,3层,301,三室二厅,126.53m²,15374元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,3层,302,三室二厅,126.53m²,15374元/㎡,可售,
20260513_170055,GX2025007,1号楼,第1单元,4层,401,三室二厅,126.53m²,15010元/㎡,可售,
20260513_170055,GX2025007,1号楼,第1单元,4层,402,三室二厅,126.53m²,15010元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,5层,501,三室二厅,126.53m²,15739元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,5层,502,三室二厅,126.53m²,15739元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,6层,601,三室二厅,126.53m²,15739元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,6层,602,三室二厅,126.53m²,15739元/㎡,可售,
20260513_170055,GX2025007,1号楼,第1单元,7层,701,三室二厅,126.53m²,15496元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,7层,702,三室二厅,126.53m²,15496元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,8层,801,顶层复式,159.37m²,20480元/㎡,已售,
20260513_170055,GX2025007,1号楼,第1单元,8层,802,顶层复式,159.37m²,20480元/㎡,已售,
20260513_170055,GX2025007,1号楼,第2单元,1层,101,三室二厅,143.78m²,24249元/㎡,已售,
20260513_170055,GX2025007,1号楼,第2单元,1层,102,三室二厅,137.9m²,24249元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,2层,201,三室二厅,143.78m²,15374元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,2层,202,三室二厅,143.78m²,15374元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,3层,301,三室二厅,143.78m²,15496元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,3层,302,三室二厅,143.78m²,15496元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,4层,401,三室二厅,143.78m²,15132元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,4层,402,三室二厅,143.78m²,15132元/㎡,已售,
20260513_170055,GX2025007,1号楼,第2单元,5层,501,三室二厅,143.78m²,15861元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,5层,502,三室二厅,143.78m²,15861元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,6层,601,三室二厅,143.78m²,15861元/㎡,已售,
20260513_170055,GX2025007,1号楼,第2单元,6层,602,三室二厅,143.78m²,15861元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,7层,701,三室二厅,143.78m²,15618元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,7层,702,三室二厅,143.78m²,15618元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,8层,801,顶层复式,176.52m²,20602元/㎡,可售,
20260513_170055,GX2025007,1号楼,第2单元,8层,802,顶层复式,176.52m²,20602元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,1层,101,三室二厅,137.9m²,24286元/㎡,已售,
20260513_170055,GX2025007,1号楼,第3单元,1层,102,三室二厅,143.78m²,24310元/㎡,已售,
20260513_170055,GX2025007,1号楼,第3单元,2层,201,三室二厅,143.78m²,15411元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,2层,202,三室二厅,143.78m²,15435元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,3层,301,三室二厅,143.78m²,15533元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,3层,302,三室二厅,143.78m²,15557元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,4层,401,三室二厅,143.78m²,15169元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,4层,402,三室二厅,143.78m²,15193元/㎡,已售,
20260513_170055,GX2025007,1号楼,第3单元,5层,501,三室二厅,143.78m²,15898元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,5层,502,三室二厅,143.78m²,15922元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,6层,601,三室二厅,143.78m²,15898元/㎡,已售,
20260513_170055,GX2025007,1号楼,第3单元,6层,602,三室二厅,143.78m²,15922元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,7层,701,三室二厅,143.78m²,15654元/㎡,已售,
20260513_170055,GX2025007,1号楼,第3单元,7层,702,三室二厅,143.78m²,15679元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,8层,801,顶层复式,176.52m²,20638元/㎡,可售,
20260513_170055,GX2025007,1号楼,第3单元,8层,802,顶层复式,176.52m²,20663元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,1层,101,三室二厅,143.77m²,24168元/㎡,已售,
20260513_170055,GX2025005,2号楼,第1单元,1层,102,三室二厅,137.89m²,24229元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,1层,地下车库排风井,,4.82m²,,不可售,
20260513_170055,GX2025005,2号楼,第1单元,2层,201,三室二厅,143.77m²,15294元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,2层,202,三室二厅,143.77m²,15355元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,3层,301,三室二厅,143.77m²,15416元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,3层,302,三室二厅,143.77m²,15477元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,4层,401,三室二厅,143.77m²,15051元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,4层,402,三室二厅,143.77m²,15112元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,5层,501,三室二厅,143.77m²,15780元/㎡,已售,
20260513_170055,GX2025005,2号楼,第1单元,5层,502,三室二厅,143.77m²,15841元/㎡,已售,
20260513_170055,GX2025005,2号楼,第1单元,6层,601,三室二厅,143.77m²,15780元/㎡,已售,
20260513_170055,GX2025005,2号楼,第1单元,6层,602,三室二厅,143.77m²,15841元/㎡,可售,
20260513_170055,GX2025005,2号楼,第1单元,7层,701,顶层复式,176.51m²,20522元/㎡,已售,
20260513_170055,GX2025005,2号楼,第1单元,7层,702,顶层复式,176.51m²,20583元/㎡,可售,
20260513_170055,GX2025005,2号楼,第2单元,1层,101,三室二厅,137.89m²,24266元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,1层,102,三室二厅,143.77m²,24290元/㎡,可售,
20260513_170055,GX2025005,2号楼,第2单元,2层,201,三室二厅,143.77m²,15392元/㎡,可售,
20260513_170055,GX2025005,2号楼,第2单元,2层,202,三室二厅,143.77m²,15416元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,3层,301,三室二厅,143.77m²,15514元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,3层,302,三室二厅,143.77m²,15538元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,4层,401,三室二厅,143.77m²,15149元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,4层,402,三室二厅,143.77m²,15173元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,5层,501,三室二厅,143.77m²,15878元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,5层,502,三室二厅,143.77m²,15902元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,6层,601,三室二厅,143.77m²,15878元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,6层,602,三室二厅,143.77m²,15902元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,7层,701,顶层复式,176.51m²,20618元/㎡,已售,
20260513_170055,GX2025005,2号楼,第2单元,7层,702,顶层复式,176.51m²,20644元/㎡,已售,
20260513_170055,GX2025015,4号楼,第1单元,1层,101,三室二厅,143.77m²,23463元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,1层,102,三室二厅,137.9m²,22608元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,2层,201,三室二厅,143.77m²,15417元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,2层,202,三室二厅,143.77m²,15455元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,3层,301,三室二厅,143.77m²,15667元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,3层,302,三室二厅,143.77m²,15705元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,4层,401,三室二厅,143.77m²,15480元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,4层,402,三室二厅,143.77m²,15517元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,5层,501,三室二厅,143.77m²,15730元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,5层,502,三室二厅,143.77m²,15767元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,6层,601,三室二厅,143.77m²,15792元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,6层,602,三室二厅,143.77m²,15830元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,7层,701,顶层复式,176.51m²,18916元/㎡,可售,
20260513_170055,GX2025015,4号楼,第1单元,7层,702,顶层复式,176.51m²,19037元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,1层,101,三室二厅,137.9m²,23110元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,1层,102,三室二厅,143.77m²,23784元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,2层,201,三室二厅,143.77m²,15580元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,2层,202,三室二厅,143.77m²,15617元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,3层,301,三室二厅,143.77m²,15830元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,3层,302,三室二厅,143.77m²,15867元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,4层,401,三室二厅,143.77m²,15642元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,4层,402,三室二厅,143.77m²,15680元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,5层,501,三室二厅,143.77m²,15892元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,5层,502,三室二厅,143.77m²,15930元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,6层,601,三室二厅,143.77m²,15955元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,6层,602,三室二厅,143.77m²,15992元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,7层,701,顶层复式,176.51m²,19162元/㎡,可售,
20260513_170055,GX2025015,4号楼,第2单元,7层,702,顶层复式,176.51m²,19116元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,10层,1001,三室二厅,127.26m²,14444元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,10层,1002,三室二厅,127.26m²,14506元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,11层,1101,三室二厅,127.26m²,13944元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,11层,1102,三室二厅,127.26m²,14006元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,12层,楼梯间,,50.49m²,,不可售,
20260513_170055,GX2025015,5号楼,第1单元,1层,101,三室二厅,127.08m²,18982元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,1层,102,二室二厅,107.51m²,16784元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,1层,地下车库风井,,2.85m²,,不可售,
20260513_170055,GX2025015,5号楼,第1单元,1层,门廊,,4.14m²,,不可售,
20260513_170055,GX2025015,5号楼,第1单元,2层,201,三室二厅,127.26m²,14194元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,2层,202,三室二厅,127.26m²,14256元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,3层,301,三室二厅,127.26m²,14319元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,3层,302,三室二厅,127.26m²,14381元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,4层,401,三室二厅,127.26m²,14219元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,4层,402,三室二厅,127.26m²,14281元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,5层,501,三室二厅,127.26m²,14506元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,5层,502,三室二厅,127.26m²,14569元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第1单元,6层,601,三室二厅,127.26m²,14569元/㎡,已售,
20260513_170055,GX2025015,5号楼,第1单元,6层,602,三室二厅,127.26m²,14631元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,7层,701,三室二厅,127.26m²,14631元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,7层,702,三室二厅,127.26m²,14694元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,8层,801,三室二厅,127.26m²,14669元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,8层,802,三室二厅,127.26m²,14731元/㎡,可售,
20260513_170055,GX2025015,5号楼,第1单元,9层,901,三室二厅,127.26m²,14694元/㎡,已售,
20260513_170055,GX2025015,5号楼,第1单元,9层,902,三室二厅,127.26m²,14756元/㎡,已售,
20260513_170055,GX2025015,5号楼,第2单元,10层,1001,三室二厅,127.26m²,14569元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,10层,1002,三室二厅,127.26m²,14694元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,11层,1101,三室二厅,127.26m²,14069元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,11层,1102,三室二厅,127.26m²,14194元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,1层,101,二室二厅,107.51m²,16847元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,1层,102,三室二厅,127.08m²,18052元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,2层,201,三室二厅,127.26m²,14319元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,2层,202,三室二厅,127.26m²,14444元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,3层,301,三室二厅,127.26m²,14444元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,3层,302,三室二厅,127.26m²,14569元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,4层,401,三室二厅,127.26m²,14344元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,4层,402,三室二厅,127.26m²,14469元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,5层,501,三室二厅,127.26m²,14631元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,5层,502,三室二厅,127.26m²,14756元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第2单元,6层,601,三室二厅,127.26m²,14694元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,6层,602,三室二厅,127.26m²,14819元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,7层,701,三室二厅,127.26m²,14756元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,7层,702,三室二厅,127.26m²,14881元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,8层,801,三室二厅,127.26m²,14794元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,8层,802,三室二厅,127.26m²,14919元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,9层,901,三室二厅,127.26m²,14819元/㎡,可售,
20260513_170055,GX2025015,5号楼,第2单元,9层,902,三室二厅,127.26m²,14944元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,10层,1001,三室二厅,127.26m²,14731元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,10层,1002,三室二厅,127.26m²,14756元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,11层,1101,三室二厅,127.26m²,14231元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,11层,1102,三室二厅,127.26m²,14256元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,1层,101,二室二厅,107.51m²,17009元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,1层,102,三室二厅,127.08m²,19825元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,2层,201,三室二厅,127.26m²,14481元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,2层,202,三室二厅,127.26m²,14506元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,3层,301,三室二厅,127.26m²,14606元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,3层,302,三室二厅,127.26m²,14631元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,4层,401,三室二厅,127.26m²,14506元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,4层,402,三室二厅,127.26m²,14531元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,5层,501,三室二厅,127.26m²,14794元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,5层,502,三室二厅,127.26m²,14819元/㎡,不可售,
20260513_170055,GX2025015,5号楼,第3单元,6层,601,三室二厅,127.26m²,14856元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,6层,602,三室二厅,127.26m²,14881元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,7层,701,三室二厅,127.26m²,14919元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,7层,702,三室二厅,127.26m²,14944元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,8层,801,三室二厅,127.26m²,14956元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,8层,802,三室二厅,127.26m²,14981元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,9层,901,三室二厅,127.26m²,14981元/㎡,可售,
20260513_170055,GX2025015,5号楼,第3单元,9层,902,三室二厅,127.26m²,15006元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,1层,101,三室二厅,159.7m²,26170元/㎡,已售,
20260513_170055,GX2025010,6号楼,第1单元,1层,102,四室二厅,160.88m²,25567元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,1层,地下车库风井,,2.3m²,,不可售,
20260513_170055,GX2025010,6号楼,第1单元,2层,201,三室二厅,164.35m²,16544元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,2层,202,四室二厅,160.88m²,16318元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,3层,301,三室二厅,164.35m²,16794元/㎡,已售,
20260513_170055,GX2025010,6号楼,第1单元,3层,302,四室二厅,160.88m²,16568元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,4层,401,三室二厅,164.35m²,16606元/㎡,已售,
20260513_170055,GX2025010,6号楼,第1单元,4层,402,四室二厅,160.88m²,16381元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,5层,501,三室二厅,164.35m²,16856元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,5层,502,四室二厅,160.88m²,16631元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,6层,601,三室二厅,164.35m²,16919元/㎡,已售,
20260513_170055,GX2025010,6号楼,第1单元,6层,602,四室二厅,160.88m²,16693元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,7层,701,三室二厅,164.35m²,16856元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,7层,702,四室二厅,160.88m²,16631元/㎡,可售,
20260513_170055,GX2025010,6号楼,第1单元,8层,801,顶层复式,199.01m²,20211元/㎡,已售,
20260513_170055,GX2025010,6号楼,第1单元,8层,802,顶层复式,214.68m²,18614元/㎡,已售,
20260513_170055,GX2025014,7号楼,第1单元,1层,101,三室二厅,159.73m²,27344元/㎡,已售,
20260513_170055,GX2025014,7号楼,第1单元,1层,102,三室二厅,164.38m²,25360元/㎡,已售,
20260513_170055,GX2025014,7号楼,第1单元,1层,地下车库排风井、送风井,,5.77m²,,不可售,
20260513_170055,GX2025014,7号楼,第1单元,2层,201,三室二厅,164.38m²,16417元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,2层,202,三室二厅,164.38m²,16442元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,3层,301,三室二厅,164.38m²,16667元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,3层,302,三室二厅,164.38m²,16692元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,4层,401,三室二厅,164.38m²,16480元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,4层,402,三室二厅,164.38m²,16505元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,5层,501,三室二厅,164.38m²,16730元/㎡,已售,
20260513_170055,GX2025014,7号楼,第1单元,5层,502,三室二厅,164.38m²,16755元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,6层,601,三室二厅,164.38m²,16792元/㎡,已售,
20260513_170055,GX2025014,7号楼,第1单元,6层,602,三室二厅,164.38m²,16817元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,7层,701,三室二厅,164.38m²,16730元/㎡,已售,
20260513_170055,GX2025014,7号楼,第1单元,7层,702,三室二厅,164.38m²,16755元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,8层,801,顶层复式,199.01m²,20103元/㎡,可售,
20260513_170055,GX2025014,7号楼,第1单元,8层,802,顶层复式,199.01m²,20128元/㎡,已售,
20260513_170055,GX2025007,8号楼,第1单元,1层,101,三室二厅,143.72m²,24561元/㎡,已售,
20260513_170055,GX2025007,8号楼,第1单元,1层,102,三室二厅,137.85m²,24172元/㎡,已售,
20260513_170055,GX2025007,8号楼,第1单元,1层,地下车库风井,,4.78m²,,不可售,
20260513_170055,GX2025007,8号楼,第1单元,2层,201,三室二厅,143.72m²,15686元/㎡,已售,
20260513_170055,GX2025007,8号楼,第1单元,2层,202,三室二厅,143.72m²,15297元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,3层,301,三室二厅,143.72m²,15808元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,3层,302,三室二厅,143.72m²,15419元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,4层,401,三室二厅,143.72m²,15443元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,4层,402,三室二厅,143.72m²,15055元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,5层,501,三室二厅,143.72m²,16172元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,5层,502,三室二厅,143.72m²,15784元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,6层,601,三室二厅,143.72m²,16172元/㎡,已售,
20260513_170055,GX2025007,8号楼,第1单元,6层,602,三室二厅,143.72m²,15784元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,7层,701,三室二厅,143.72m²,15929元/㎡,已售,
20260513_170055,GX2025007,8号楼,第1单元,7层,702,三室二厅,143.72m²,15540元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,8层,801,顶层复式,176.45m²,20914元/㎡,可售,
20260513_170055,GX2025007,8号楼,第1单元,8层,802,顶层复式,176.45m²,20524元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,1层,101,三室二厅,137.85m²,24135元/㎡,已售,
20260513_170055,GX2025007,8号楼,第2单元,1层,102,三室二厅,143.72m²,24135元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,2层,201,三室二厅,143.72m²,15261元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,2层,202,三室二厅,143.72m²,15261元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,3层,301,三室二厅,143.72m²,15382元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,3层,302,三室二厅,143.72m²,15382元/㎡,已售,
20260513_170055,GX2025007,8号楼,第2单元,4层,401,三室二厅,143.72m²,15018元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,4层,402,三室二厅,143.72m²,15018元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,5层,501,三室二厅,143.72m²,15747元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,5层,502,三室二厅,143.72m²,15747元/㎡,已售,
20260513_170055,GX2025007,8号楼,第2单元,6层,601,三室二厅,143.72m²,15747元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,6层,602,三室二厅,143.72m²,15747元/㎡,已售,
20260513_170055,GX2025007,8号楼,第2单元,7层,701,三室二厅,143.72m²,15504元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,7层,702,三室二厅,143.72m²,15504元/㎡,已售,
20260513_170055,GX2025007,8号楼,第2单元,8层,801,顶层复式,176.45m²,20488元/㎡,可售,
20260513_170055,GX2025007,8号楼,第2单元,8层,802,顶层复式,176.45m²,20488元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,1层,101,三室二厅,137.85m²,24172元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,1层,102,三室二厅,143.72m²,24196元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,2层,201,三室二厅,143.72m²,15297元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,2层,202,三室二厅,143.72m²,15321元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,3层,301,三室二厅,143.72m²,15419元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,3层,302,三室二厅,143.72m²,15443元/㎡,已售,
20260513_170055,GX2025007,8号楼,第3单元,4层,401,三室二厅,143.72m²,15055元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,4层,402,三室二厅,143.72m²,15079元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,5层,501,三室二厅,143.72m²,15784元/㎡,已售,
20260513_170055,GX2025007,8号楼,第3单元,5层,502,三室二厅,143.72m²,15808元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,6层,601,三室二厅,143.72m²,15784元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,6层,602,三室二厅,143.72m²,15808元/㎡,已售,
20260513_170055,GX2025007,8号楼,第3单元,7层,701,三室二厅,143.72m²,15540元/㎡,已售,
20260513_170055,GX2025007,8号楼,第3单元,7层,702,三室二厅,143.72m²,15565元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,8层,801,顶层复式,176.45m²,20524元/㎡,可售,
20260513_170055,GX2025007,8号楼,第3单元,8层,802,顶层复式,176.45m²,20549元/㎡,可售,
20260513_170055,GX2025007,9号楼,第1单元,1层,101,四室二厅,160.27m²,24824元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,1层,102,三室二厅,159.09m²,24764元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,2层,201,四室二厅,160.27m²,15951元/㎡,可售,
20260513_170055,GX2025007,9号楼,第1单元,2层,202,三室二厅,163.72m²,15890元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,3层,301,四室二厅,160.27m²,16071元/㎡,可售,
20260513_170055,GX2025007,9号楼,第1单元,3层,302,三室二厅,163.72m²,16011元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,4层,401,四室二厅,160.27m²,15707元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,4层,402,三室二厅,163.72m²,15647元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,5层,501,四室二厅,160.27m²,16437元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,5层,502,三室二厅,163.72m²,16376元/㎡,已售,
20260513_170055,GX2025007,9号楼,第1单元,6层,601,四室二厅,160.27m²,16437元/㎡,已售,
